level,x,y
0.75,-78.85319462300204,40.96308909602619
0.75,-78.35542733534945,40.76076265086992
0.75,-78.26093559786884,40.720488504621464
0.75,-77.76135867187972,40.48742095690472
0.75,-77.66867657273565,40.440614824234856
0.75,-77.25200130246152,40.21407926293952
0.75,-77.07641754760245,40.10706374687764
0.75,-76.81758690751653,39.94073756897431
0.75,-76.48415852246924,39.69088152165046
0.75,-76.4537856990218,39.667395875009106
0.75,-76.14703090345114,39.394054181043906
0.75,-75.904663368504,39.120712487078706
0.75,-75.89189949733606,39.102458313999804
0.75,-75.71139649083119,38.8473707931135
0.75,-75.57392543479695,38.5740290991483
0.75,-75.49069450123642,38.3006874051831
0.75,-75.45752981099729,38.02734571121789
0.75,-75.47452572124034,37.75400401725269
0.75,-75.54157594080051,37.48066232328749
0.75,-75.65962238135234,37.20732062932228
0.75,-75.83056185661522,36.93397893535708
0.75,-75.89189949733606,36.8578596984659
0.75,-76.04848380467136,36.66063724139188
0.75,-76.31985949087698,36.387295547426675
0.75,-76.48415852246924,36.24872849773817
0.75,-76.64623219692479,36.113953853461474
0.75,-77.03203994348661,35.84061215949627
0.75,-77.07641754760245,35.812505866063134
0.75,-77.4814000014867,35.56727046553107
0.75,-77.66867657273565,35.466090306710164
0.75,-78.01044971095381,35.29392877156586
0.75,-78.26093559786884,35.17878709582152
0.75,-78.64067350130695,35.02058707760066
0.75,-78.85319462300204,34.93806219016225
0.75,-79.41333041320222,34.74724538363546
0.75,-79.44545364813524,34.73683497809176
0.75,-80.03771267326843,34.56744849773525
0.75,-80.4345669722966,34.47390368967025
0.75,-80.62997169840163,34.42890402561252
0.75,-81.22223072353484,34.31574760078017
0.75,-81.81448974866802,34.22822778790434
0.75,-82.06030026618865,34.20056199570505
0.75,-82.40674877380123,34.16074651671367
0.75,-82.99900779893443,34.112552379965585
0.75,-83.59126682406762,34.08321237781206
0.75,-84.18352584920082,34.07100652743697
0.75,-84.77578487433402,34.07462960929112
0.75,-85.36804389946721,34.09314518312793
0.75,-85.96030292460041,34.12595404919716
0.75,-86.55256194973362,34.172775163793965
0.75,-86.82666143382131,34.20056199570505
0.75,-87.1448209748668,34.231340386638834
0.75,-87.73708,34.301246526987
0.75,-88.32933902513321,34.3850040995489
0.75,-88.8658229764837,34.47390368967025
0.75,-88.9215980502664,34.48302674272282
0.75,-89.5138570753996,34.591130779737995
0.75,-90.1061161005328,34.7160728721159
0.75,-90.2409344325732,34.74724538363546
0.75,-90.69837512566599,34.85501644506051
0.75,-91.29063415079918,35.01360190201115
0.75,-91.31496140787277,35.02058707760066
0.75,-91.8828931759324,35.1909514045806
0.75,-92.19218722294906,35.29392877156586
0.75,-92.47515220106558,35.394361788538774
0.75,-92.92163615972903,35.56727046553107
0.75,-93.06741122619877,35.62898121729774
0.75,-93.53312087925823,35.84061215949627
0.75,-93.65967025133199,35.90459304576066
0.75,-94.05182460313613,36.113953853461474
0.75,-94.25192927646518,36.234894928625756
0.75,-94.49469088191846,36.387295547426675
0.75,-94.84418830159836,36.64067943869543
0.75,-94.8711193428209,36.66063724139188
0.75,-95.20156074097638,36.93397893535708
0.75,-95.43644732673158,37.1615470149159
0.75,-95.4838212151309,37.20732062932228
0.75,-95.7364282806939,37.48066232328749
0.75,-95.9549501587284,37.75400401725269
0.75,-96.02870635186477,37.85757884104347
0.75,-96.15379089015222,38.02734571121789
0.75,-96.33457834337221,38.3006874051831
0.75,-96.49874413441064,38.5740290991483
0.75,-96.62096537699796,38.79286023352184
0.75,-96.65341296314031,38.8473707931135
0.75,-96.8076004145856,39.120712487078706
0.75,-96.95979271333069,39.394054181043906
0.75,-97.11656367039093,39.667395875009106
0.75,-97.21322440213117,39.82776480986524
0.75,-97.28869475084639,39.94073756897431
0.75,-97.48615213520267,40.21407926293952
0.75,-97.71897258205202,40.48742095690472
0.75,-97.80548342726436,40.57647292616313
0.75,-98.01101691638536,40.76076265086992
0.75,-98.38846048369251,41.03410434483513
0.75,-98.39774245239755,41.04000054332181
0.75,-98.89145279648132,41.30744603880033
0.75,-98.99000147753075,41.352912199908104
0.75,-99.5646293499611,41.58078773276553
0.75,-99.58226050266396,41.58707163523045
0.75,-100.17451952779714,41.782617793523016
0.75,-100.40966320211294,41.854129426730736
0.75,-100.76677855293035,41.95879604898437
0.75,-101.35903757806355,42.12439453407704
0.75,-101.36975821742624,42.12747112069594
0.75,-101.95129660319674,42.297646571749205
0.75,-102.29543388645675,42.40081281466114
0.75,-102.54355562832994,42.480148636293634
0.75,-103.11800744057467,42.674154508626344
0.75,-103.13581465346314,42.680907130152995
0.75,-103.72807367859633,42.92347970650031
0.75,-103.78283113183322,42.947496202591545
0.75,-104.30446075143301,43.220837896556745
0.75,-104.32033270372953,43.23169112469239
0.75,-104.67806524281902,43.49417959052195
0.75,-104.91259172886274,43.74986185989814
